# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.290870487689971924e-01 3.679367899894714355e-01 1.478213548660278320e+00
1.000000000000000000e+03 2.564172260463237762e-03 5.342400167137384415e-03 2.137017101049423218e-01
2.000000000000000000e+03 7.594038615934550762e-04 2.599241444841027260e-03 1.363978236913681030e-01
3.000000000000000000e+03 2.546682371757924557e-04 1.849869033321738243e-03 1.100393012166023254e-01
4.000000000000000000e+03 1.862935750978067517e-04 1.802946673706173897e-03 1.112134680151939392e-01
5.000000000000000000e+03 1.466361427446827292e-04 1.732126343995332718e-03 1.110102385282516479e-01
6.000000000000000000e+03 1.116626444854773581e-04 1.652866369113326073e-03 1.099184155464172363e-01
7.000000000000000000e+03 8.473161142319440842e-05 1.532432856038212776e-03 1.065666377544403076e-01
8.000000000000000000e+03 6.291137833613902330e-05 1.492603332735598087e-03 1.059619933366775513e-01
9.000000000000000000e+03 4.644412183552049100e-05 1.542975893244147301e-03 1.076498702168464661e-01
1.000000000000000000e+04 3.613283479353412986e-05 1.577206421643495560e-03 1.089421808719635010e-01
